company_name,company_market,company_city,company_category_list,total_funding,investor_rating,company_max_round,keyword_clusters,final_cluster
Foodlve,0,Sunnyvale,0,0.000,0,0,22,9
Bugsnag,Software,San Francisco,|B2B|SaaS|Software|,1.400,8.67,0,22,9
SavedPlus Inc,Investment Management,Mountain View,|Personal Finance|Investment Management|Finance|Mobile|,0.250,2,0,14,27
Pixate,Interface Design,Palo Alto,|User Experience Design|Interface Design|Mobile|,3.800,10,0,22,9
Scayl,Messaging,Sunnyvale,|Messaging|,0.845,10,0,17,32
SigFig,Finance,San Francisco,|Finance|,15.000,10,0,14,27
1World Online,Enterprise Software,San Jose,|Mobile|Analytics|Big Data|Enterprise Software|,1.500,4,0,13,39
Touchbase,Unifed Communications,Los Altos,|Data Centers|Networking|Unifed Communications|,5.000,10,0,26,87
Davra Networks,Sensors,Sunnyvale,|Sensors|Internet of Things|Networking|Software|,2.000,10,0,26,87
WebAction,Application Platforms,Palo Alto,|Big Data|Apps|Application Platforms|Real Time|Data Integration|Big Data Analytics|Analytics|,11.000,9,0,13,39
Synthego,Environmental Innovation,Redwood City,|Environmental Innovation|Home Automation|Software|,8.544,10,0,22,9
Sequent,Software,Mountain View,|Software|,12.000,9.5,0,6,1
NeuroPace,Biotechnology,Mountain View,|Biotechnology|,67.000,10,0,2,3
CirroSecure,Software,Sunnyvale,|Software|,1.428,8,0,6,1
Peer.im,Messaging,San Francisco,|Messaging|,0.028,8,0,17,32
Drone.io,Software,San Francisco,|Cloud Computing|Testing|Software|,0.028,8,0,24,63
Frontleaf,Sales and Marketing,Oakland,|Sales and Marketing|SaaS|Software|,0.478,8,0,22,9
Reniac,Analytics,San Jose,|Analytics|,0.028,8,0,13,39
Sense.ly,Health Care,San Francisco,|Health Care|Speech Recognition|Entertainment|Enterprise Software|,1.278,8,0,22,9
AppSlingr,Analytics,San Francisco,|Mobile Security|SaaS|Analytics|,0.028,8,0,12,67
Assemblage,Real Time,San Francisco,|Real Time|Enterprises|Collaboration|Software|,0.028,8,0,22,9
"Mind Pirate, Inc.",User Experience Design,Menlo Park,|User Experience Design|Mobile|,2.500,10,0,22,9
SoThree,Media,San Francisco,|News|Media|Audio|Mobile|,1.500,10,0,22,9
TouchOfModern,Design,San Francisco,|Design|E-Commerce|,17.000,9.86,0,7,17
Xova Labs,Enterprise Software,Los Altos,|Enterprise Software|Cloud Infrastructure|Mobile|,8.000,10,0,24,63
GELI,Software,San Francisco,|Software|Clean Technology|,0.995,3.25,0,11,14
DripDrop,Medical,San Francisco,|Medical|Health Care|,8.600,6.3,0,0,8
Digify,Mobile Security,Redwood City,|Mobile Security|Security|,1.000,7,0,12,67
Evergram,Digital Media,San Francisco,|Digital Media|Gift Card|Video|Mobile|Messaging|,2.432,8,0,27,62
Dishcrawl,Consumer Internet,San Jose,|Events|Restaurants|Social Media|Consumer Internet|Hospitality|,0.150,10,0,7,88
Trov,Insurance,San Ramon,|Insurance|Mobile|Software|,13.300,7,0,22,94
Soma,Green Consumer Goods,San Francisco,|Green Consumer Goods|Hardware + Software|,5.900,9.13,0,22,9
Fronto,Mobile Coupons,San Jose,|Mobile Coupons|Digital Media|Mobile|News|,4.000,6.33,0,22,9
TalentBin,Recruiting,San Francisco,|Recruiting|Curated Web|,3.200,10,0,9,6
Migo.me,Online Dating,San Francisco,|Online Dating|Social Network Media|Curated Web|,0.300,3,0,7,88
Audiodraft,Music,San Francisco,|Music|,0.400,10,0,16,16
Meldium,Consumer Internet,San Francisco,|Consumer Internet|Enterprise Software|,1.000,10,0,1,47
Liquor.com,Curated Web,San Francisco,|Digital Media|Media|Curated Web|,3.100,8,0,7,88
Bountysource,Crowdfunding,San Francisco,|Crowdfunding|Open Source|Enterprise Software|,1.100,5.5,0,22,9
Audentes Therapeutics,Biotechnology,San Francisco,|Biotechnology|,72.500,10,0,2,3
KISSmetrics,Sales and Marketing,San Francisco,|Sales and Marketing|Analytics|Software|,10.800,8.5,0,13,39
Venturocket,Entrepreneur,San Francisco,|Entrepreneur|Recruiting|Human Resources|Career Management|Employment|Search|,0.700,7.67,0,22,9
RiskIQ,Reputation,San Francisco,|Mobile Security|Cyber Security|Reputation|,35.000,10,0,12,28
Novi,News,San Francisco,|News|,0.025,1,0,22,9
"NephoScale, Inc.",Software,San Jose,|Software|Licensing|Enterprise Software|Networking|Cloud Data Services|Web Hosting|,1.000,7,0,26,87
AngelList,Databases,San Francisco,|Databases|Startups|Recruiting|Finance|,24.100,9.7,0,22,94
Halo Neuroscience,Health and Wellness,San Francisco,|Health and Wellness|Health Care Information Technology|,1.650,10,0,18,5
Balluun,Cloud Infrastructure,Foster City,|Cloud Infrastructure|SaaS|Art|Cosmetics|Startups|Technology|Toys|Wholesale|B2B|Social Commerce|Social Network Media|Marketplaces|Fashion|E-Commerce|,8.700,7,0,7,88
LiveMinutes,Document Management,San Francisco,|Real Time|Document Management|Curated Web|,3.154,9.25,0,22,9
Librato,SaaS,San Francisco,|SaaS|Cloud Computing|Software|,5.050,10,0,24,63
Watsi,Medical,San Francisco,|Medical|,1.200,8.78,0,22,9
Zenefits,Human Resources,San Francisco,|Health and Insurance|Human Resources|Enterprise Software|,83.600,9.5,0,22,0
SEWORKS,Security,Palo Alto,|Mobile Security|Mobile|Security|,2.000,10,0,12,67
Reesio,Home & Garden,San Francisco,|Startups|Technology|Internet|Investment Management|Home & Garden|Finance|Real Estate|,1.301,8.25,0,22,9
"Kiwi, Inc.",Android,Palo Alto,|Android|Entertainment|Mobile|Games|,21.000,9.43,0,3,29
Yard Club,Collaborative Consumption,San Francisco,|Collaborative Consumption|Peer-to-Peer|Enterprise Software|,1.600,7.6,0,22,9
Quip,Mobile Commerce,San Francisco,|Collaboration|Mobile Devices|Mobile Commerce|,15.000,9.6,0,5,13
Scoop.it,Curated Web,San Francisco,|Internet Marketing|Content Discovery|Curated Web|Social Media|,2.600,10,0,7,88
Synack,Security,Menlo Park,|Finance|Crowdsourcing|Security|,9.000,9.4,0,14,27
ThirdLove,Mobile Shopping,San Francisco,|Mobile Shopping|Fashion|,5.600,8.85,0,22,9
Patreon,Music,San Francisco,|Video|Music|Artists Globally|Curated Web|,17.100,9.45,0,16,16
BioBeats,Health Care,Berkeley,|Health Care|Health and Wellness|,0.650,9.17,0,18,5
Swapdom,E-Commerce Platforms,San Francisco,|E-Commerce Platforms|Peer-to-Peer|Games|Internet|E-Commerce|,1.989,7,0,22,9
Sensentia,Health and Wellness,San Francisco,|Health Services Industry|Healthcare Services|Health and Wellness|Health and Insurance|Health Care Information Technology|Health Care|,0.161,5.5,0,18,5
IfOnly,Fashion,San Francisco,|Entertainment|Music|Fashion|Sports|Wine And Spirits|Celebrity|Lifestyle|E-Commerce|,15.000,9.74,0,22,94
SquareOne Mail,Email,San Francisco,|iOS|iPhone|Web Development|SaaS|Apps|Email|Software|,0.150,9,0,22,9
Immediately,Business Productivity,San Francisco,|Business Productivity|Sales and Marketing|SaaS|Email|,0.550,5.75,0,22,9
LegalReach,Legal,San Francisco,|Legal|,0.900,10,0,22,9
Apexigen,Biotechnology,Burlingame,|Biotechnology|,20.000,8.8,0,2,46
Sensor Tower,Android,San Francisco,|Android|iOS|Mobile|,1.000,8.88,0,22,9
Defense.Net,Security,Belmont,|Security|,9.500,9.5,0,12,67
Engagor,Reputation,San Francisco,|Social Media Platforms|Customer Service|Reputation|Social Media Management|Social Media Monitoring|Curated Web|,2.600,8,0,7,88
iBuildApp,Android,Burlingame,|iPhone|Android|Publishing|Mobile|,2.475,3.8,0,22,9
Spotsetter,Big Data,San Francisco,|Big Data|Social Media|,1.300,7.5,0,7,88
Glow,Health and Wellness,San Francisco,|Health and Wellness|,23.000,10,0,18,5
Siasto,Enterprise Software,San Francisco,|File Sharing|Project Management|Enterprise Software|,0.750,7.67,0,22,9
Perzo,Public Relations,Palo Alto,|Collaboration|Public Relations|,5.500,10,0,22,9
MyFitnessPal,Personal Health,San Francisco,|Exercise|Nutrition|Social Network Media|Fitness|Personal Health|Health and Wellness|,18.000,10,0,18,5
eShares,Internet,Palo Alto,|Internet|Enterprise Software|,1.800,9.4,0,1,47
Petcube,Mobile,San Francisco,|Mobile|Pets|Robotics|Hardware|Consumer Electronics|Internet of Things|Hardware + Software|,0.641,8.4,0,22,9
OnBeep,Mobile,San Francisco,|Mobile|,6.750,7.95,0,5,13
Swiftype,Real Time,San Francisco,|Real Time|SaaS|Development Platforms|Developer APIs|Application Performance Monitoring|App Marketing|Internet Marketing|SEO|Mobile Software Tools|Mobile Shopping|Mobile Commerce|E-Commerce|Information Technology|Web Tools|Big Data Analytics|Mobile Analyt,9.200,9.56,0,22,9
App.net,Advertising,San Francisco,|Advertising|,3.000,10,0,8,23
Punchh,Big Data,Sunnyvale,|Cloud Computing|SaaS|Sales and Marketing|Big Data|CRM|Social Media|Local|Incentives|Internet Marketing|Loyalty Programs|Mobile|,4.000,7,0,22,9
NextSpace,Curated Web,Santa Cruz,|Curated Web|,1.750,7,0,9,6
Banter!,Social Search,San Francisco,|Social Search|Local Based Services|Mobile|,0.090,1.67,0,19,33
Buttercoin,Software,Palo Alto,|Software|,1.250,8.56,0,6,1
Zeuss,Sales and Marketing,San Francisco,|Sales and Marketing|Big Data Analytics|Software|,0.700,10,0,13,39
collegefeed,Career Management,Mountain View,|Career Management|Identity|Education|,1.800,6.38,0,22,9
Kaizen Platform,Personalization,San Francisco,|Personalization|Analytics|Sales and Marketing|Startups|Optimization|Advertising|,5.800,9.6,0,22,9
Cardinal Blue Software,Curated Web,Mountain View,|Social Games|Mobile|Facebook Applications|Curated Web|,2.300,10,0,22,9
NoRedInk,Education,San Francisco,|Education|,2.000,10,0,20,18
Sensing Electromagnetic Plus,Semiconductors,Sunnyvale,|Electronics|Semiconductors|,0.536,10,0,4,20
Cluster Labs,Photography,San Francisco,|Mobile|Photo Sharing|Photography|,1.600,10,0,22,9
MicuRx Pharmaceuticals,Biotechnology,Hayward,|Biotechnology|,25.000,9.67,0,2,46
Totus Power,Clean Technology,San Francisco,|Clean Technology|,0.040,9,0,11,14
The IQ Collective,Education,San Francisco,|Education|,0.040,9,0,20,18
RealScout,Search,Mountain View,|Search|Software|Realtors|Property Management|Real Estate|,7.100,9,0,22,9
TradeGig,E-Commerce,San Francisco,|E-Commerce|,0.040,9,0,7,88
4Soils,Kids,Stanford,|Apps|Kids|Religion|Education|,0.050,6,0,22,9
Kimerick Technologies,Machine Learning,Berkeley,|Machine Learning|Financial Exchanges|Algorithms|Finance|Big Data|Trading|Analytics|,0.130,2.24,0,22,9
GuideSpark,Enterprise Software,Menlo Park,|Enterprise Software|,20.000,9.71,0,1,47
Heap,Analytics,San Francisco,|Analytics|,2.000,9.36,0,13,39
Yerdle,Marketplaces,San Francisco,|Marketplaces|Local Businesses|File Sharing|Collaborative Consumption|E-Commerce|,5.500,9.86,0,21,31
ShopPad,E-Commerce,Oakland,|Mobile|SaaS|iPad|Mobile Commerce|Tablets|E-Commerce|,0.500,5.33,0,7,88
Local Motion,Transportation,San Mateo,|Transportation|Curated Web|,6.000,10,0,9,6
Nektar Therapeutics,Biotechnology,San Carlos,|Biotechnology|,25.000,9,0,2,46
NativeAD,Advertising,Mountain View,|Advertising|,0.150,3.5,0,8,23
RocketBolt,Loyalty Programs,San Francisco,|Sales and Marketing|Social Media|Incentives|Loyalty Programs|Weddings|Advertising|,0.050,6,0,22,9
LE TOTE,E-Commerce,San Francisco,|Fashion|E-Commerce|,10.550,9.3,0,7,88
Vastrm,Fashion,Burlingame,|Fashion|,1.650,10,0,22,9
Sqwiggle,Software,San Francisco,|Video Streaming|Video|Software|,1.100,8.71,0,27,62
trueAnthem,Social Media Platforms,San Francisco,|Optimization|Social Media Platforms|Big Data Analytics|,2.605,9.5,0,13,39
Zendrive,Automotive,San Francisco,|Automotive|,1.500,10,0,22,9
Opencare,Health Care,San Francisco,|Health Care|Software|,1.500,9,0,0,8
Visualmarks,Parenting,San Francisco,|Parenting|,0.012,3,0,22,9
Silicon Valley Data Science,Big Data Analytics,Sunnyvale,|Data Mining|Data Visualization|Big Data Analytics|Big Data|Consulting|,3.000,7.38,0,13,39
URX,Mobile,San Francisco,|Mobile Commerce|Mobile|Digital Media|,15.100,8.44,0,5,13
Massdrop,Social Commerce,San Francisco,|Social Commerce|E-Commerce|,7.850,10,0,7,88
WoofRadar,Pets,San Francisco,|Pets|,0.400,4,0,22,9
Marvin,Transportation,San Francisco,|Cars|Transportation|Public Transportation|,0.010,1,0,22,9
Swivl,Business Productivity,San Carlos,|Business Productivity|Education|Photography|,2.950,7,0,20,18
Seahorse,Photography,San Francisco,|Private Social Networking|Photo Sharing|Photography|,0.025,5.5,0,26,87
KidAdmit,Families,San Francisco,|Education|Families|,0.020,3,0,20,18
WorkHands,Social Media,San Francisco,|Mobile|Networking|Social Media|,0.020,3,0,26,87
Glassbeam,Software,Santa Clara,|Software|,5.000,6,0,6,1
Familink,0,East Palo Alto,0,0.000,0,0,22,9
Flowity,Outsourcing,San Mateo,|Messaging|Outsourcing|Enterprise Software|,0.064,10,0,17,32
Health Gorilla,Big Data,Sunnyvale,|Mobile Health|Big Data|Health Care|,2.000,7.78,0,0,8
Telepathy,Hardware + Software,Sunnyvale,|Hardware + Software|,5.000,10,0,10,21
BloomBoard,Education,Palo Alto,|Education|,5.000,10,0,20,18
Littlecast,Social Network Media,San Francisco,|Sales and Marketing|Social Network Media|E-Commerce Platforms|Video|,2.000,8,0,7,88
AimWith,0,San Francisco,0,0.000,0,0,22,9
Butterfly Health,Health and Wellness,Los Gatos,|Health and Wellness|,20.000,9,0,18,5
Bugcrowd,Security,San Francisco,|Data Security|Crowdsourcing|Information Security|Security|,1.650,10,0,12,67
AppMesh,Enterprise Software,San Francisco,|Mobile|Enterprises|Enterprise Software|,3.000,10,0,1,47
Biozone Pharmaceuticals,Biotechnology,Pittsburg,|Biotechnology|,9.300,5,0,2,46
Evident.io,Cloud Security,Dublin,|Web Tools|Security|Cloud Security|,11.400,9.2,0,12,67
Vacatia,Timeshares,San Francisco,|Marketplaces|Timeshares|E-Commerce|,5.000,8.5,0,21,31
EagerPanda,Curated Web,Portola Valley,|Semantic Search|Social Media|Curated Web|,3.400,8.79,0,19,33
Breezeworks,Local,San Francisco,|Local|Mobile|,7.000,9.38,0,5,13
Profusa,Biotechnology,San Francisco,|Biotechnology|,3.960,10,0,2,46
Accredible,Education,Palo Alto,|Recruiting|Colleges|Education|,0.150,10,0,20,18
SlickLogin,Security,Palo Alto,|Security|,0.020,9,0,12,67
CodersClan,Outsourcing,Palo Alto,|Outsourcing|Open Source|Software|,0.020,9,0,22,9
Voxel,Mobile,Palo Alto,|Mobile|,1.600,7.83,0,5,13
OpenROV,Robotics,Berkeley,|Drones|Robotics|Hardware + Software|,1.300,10,0,22,9
Layer,Messaging,San Francisco,|Messaging|Infrastructure|,22.000,9.76,0,17,32
Sproutling,Internet of Things,San Francisco,|Internet of Things|Hardware + Software|,2.600,9.57,0,22,9
Gibi Technologies,0,Menlo Park,0,0.000,0,0,22,9
Convo,Productivity Software,San Francisco,|Productivity Software|SaaS|Collaboration|Twitter Applications|Networking|Social Media|Enterprises|Web Development|Enterprise Software|,5.000,10,0,26,87
Goldbely,E-Commerce,San Francisco,|Social Commerce|E-Commerce|,3.000,9.6,0,7,88
VoloAgri Group,Finance,South San Francisco,|Finance|,14.560,9,0,14,27
Distill,Enterprise Software,San Francisco,|Online Scheduling|Recruiting|Human Resources|Enterprise Software|,1.300,8.56,0,22,9
Apttus,Software,San Mateo,|CRM|SaaS|Software|,37.000,9.67,0,22,61
LocoMotive Labs,Games,Berkeley,|Games|,0.565,10,0,3,29
Recommind,Enterprise Software,San Francisco,|Enterprise Software|,15.000,10,0,1,47
Syntertainment,Mobile Games,Berkeley,|Social + Mobile + Local|Mobile Games|,5.000,9,0,5,13
Cyanogen,Software,Palo Alto,|Software|,30.000,10,0,6,84
Bright.com,Curated Web,San Francisco,|Curated Web|,20.000,10,0,9,6
Hazelcast,Cloud Computing,Palo Alto,|Enterprise Software|Big Data|Cloud Computing|Databases|Software|,13.500,10,0,24,63
Plaid,Software,San Francisco,|Software|,2.800,8.82,0,6,1
CRAVE,Sex,San Francisco,|Toys|Sex|,4.800,8,0,22,9
SpoonRocket,Hospitality,Berkeley,|Hospitality|,13.500,9.63,0,22,94
Moxtra,Mobile,Los Gatos,|Mobile|,10.000,9.75,0,5,13
Frankly Chat,Messaging,San Francisco,|Messaging|,18.800,8.5,0,17,32
Databricks,Analytics,San Francisco,|Analytics|,47.000,10,0,13,2
ustyme,Software,Sausalito,|Software|,2.000,5,0,6,1
Neurotrack,Biotechnology,Palo Alto,|Biotechnology|,2.090,9.67,0,2,46
JumpCam,Photography,San Francisco,|Photography|,2.700,10,0,22,9
Shopular,Shopping,Redwood City,|Shopping|Mobile Commerce|Mobile|E-Commerce|,6.400,10,0,5,13
Attendify,Mobile,San Francisco,|Mobile|,0.200,9,0,5,13
DropThought,Customer Service,Santa Clara,|Customer Service|Information Technology|Analytics|,4.150,10,0,22,9
Declara,Education,Palo Alto,|Education|,30.000,9.8,0,20,18
Shyp,Logistics,San Francisco,|Shipping|Logistics|,12.100,8.08,0,22,94
Casinity,Social Media,San Francisco,|Coupons|Games|Social Media|,0.120,2,0,7,88
Dataguise,Enterprise Software,Fremont,|Enterprise Software|,16.250,10,0,1,47
SMASHsolar,Clean Technology,Richmond,|Clean Technology|Residential Solar|Clean Energy|Solar|,0.670,10,0,25,64
DoorDash,Small and Medium Businesses,Palo Alto,|Mobile|Small and Medium Businesses|Local|Logistics|Local Businesses|,19.700,9.36,0,22,94
MailTime,Email,San Francisco,|Email|Messaging|,1.241,7.29,0,17,32
Enmetric Systems,Software,Belmont,|Software|,3.735,9.5,0,6,1
Algolia,Search,San Francisco,|Search|Software|,2.822,10,0,19,33
Casetext,Legal,Palo Alto,|Legal|,1.800,9.27,0,22,9
Leo,Messaging,San Francisco,|Messaging|,1.500,7.92,0,17,32
DataFox,Venture Capital,Mountain View,|Venture Capital|Predictive Analytics|Finance Technology|Startups|Big Data|News|Finance|Angels|Market Research|Business Intelligence|Enterprise Software|,1.800,7.73,0,22,9
Osmo,Kids,Palo Alto,|Consumer Electronics|Entertainment|Kids|Games|,14.500,10,0,22,94
ManyWho,Cloud Computing,San Francisco,|Information Services|Information Technology|Mobile|Cloud Computing|,1.276,10,0,24,63
seedchange,Finance Technology,San Francisco,|Finance Technology|Startups|Financial Services|Venture Capital|,0.950,3,0,22,9
Upside,Financial Services,San Francisco,|Financial Services|Investment Management|Finance|,1.200,6.22,0,22,9
SeeSpace,Television,San Francisco,|Consumer Electronics|Internet|Interface Design|Hardware|Television|,1.200,4,0,22,9
SimplyInsured,Health Care,San Francisco,|Health Care|Insurance|Health and Insurance|E-Commerce|,0.750,5.18,0,0,8
Palo Alto Health Sciences,Health and Wellness,Danville,|Health and Wellness|,2.814,10,0,18,5
Numerify,Analytics,Cupertino,|Analytics|,23.000,8.43,0,13,39
Jemstep,Consumer Internet,Los Altos,|Consumer Internet|Wealth Management|Investment Management|Finance|,15.000,6,0,22,94
Koality,Optimization,San Francisco,|Optimization|Engineering Firms|Testing|Enterprise Software|,1.800,9.11,0,22,9
Loom,Storage,San Francisco,|Flash Storage|Synchronization|Video|Photography|Storage|Cloud Computing|Mobile|Web Hosting|,1.400,8.83,0,24,63
OLSET,Online Travel,San Francisco,|Online Travel|Personalization|Big Data|Travel|Software|,1.715,6.39,0,15,41
Personalis,Biotechnology,Menlo Park,|Biotechnology|,42.000,10,0,2,3
Amaranth Medical,Biotechnology,Mountain View,|Biotechnology|,20.000,9,0,2,46
Luminate Health,Health and Wellness,San Francisco,|Health and Wellness|Health Care|SaaS|,1.000,8.5,0,18,5
Kahuna,Analytics,Palo Alto,|Internet|Mobile|Analytics|,13.000,8.55,0,13,39
Refresh.io,Software,Mountain View,|Software|,10.000,9.75,0,6,1
Curriculet,Education,San Francisco,|Education|,1.800,9.6,0,20,18
DeliRadio,Analytics,Emeryville,|Analytics|Ediscovery|Mobile|Ticketing|Artists Globally|Local|Events|Music Venues|Concerts|Video Streaming|Music|,9.350,8.67,0,16,16
GogoCoin,Bitcoin,Oakland,|Bitcoin|,0.105,6,0,22,9
Chip Path Design Systems,Semiconductors,Cupertino,|Semiconductors|,4.903,9,0,4,20
Cinarra Systems,Mobile,Menlo Park,|Mobile|,4.500,10,0,5,13
LiquidM,Advertising,San Francisco,|Advertising|,8.700,10,0,8,23
Level,Software,San Francisco,|Software|,5.000,7.25,0,6,1
Lacoon Mobile Security,Software,San Francisco,|Software|,8.000,8.75,0,6,1
Precise Light Surgical,Biotechnology,Sunnyvale,|Biotechnology|,4.500,8,0,2,46
UXPin,Software,Mountain View,|Software|,2.300,7.81,0,6,1
Kii,Mobile,San Mateo,|PaaS|Cloud Computing|Android|iOS|Mobile|Software|,7.300,9.5,0,24,63
Accela,Software,San Ramon,|Software|,50.000,10,0,6,84
Rise,Marketplaces,San Francisco,|Personal Health|Marketplaces|Mobile|,2.300,9.57,0,21,31
ShareDesk,Enterprise Software,San Francisco,|Collaborative Consumption|Enterprise Software|,1.250,7.1,0,22,9
Biodesy,Biotechnology,Burlingame,|Biotechnology|,15.350,10,0,2,46
Breathometer,Health Care,Burlingame,|Health Care|Social Media|Local|Mobile|,4.600,6.25,0,0,8
OpenNews,News,Mountain View,|News|,4.000,10,0,22,9
Mode Analytics,Developer Tools,San Francisco,|Developer Tools|Big Data|Analytics|,2.925,8.33,0,13,39
FOBO,Hardware + Software,San Francisco,|Mobile|Local|Marketplaces|Hardware + Software|,1.600,8.68,0,21,31
CodeCombat,Education,San Francisco,|Games|Education|,0.100,10,0,20,18
Other Machine,Manufacturing,San Francisco,|Manufacturing|,4.475,10,0,29,56
Soylent Corporation,Specialty Foods,San Francisco,|Specialty Foods|Hospitality|,2.300,9.5,0,22,9
Alminder,Mobile,Palo Alto,|Business Services|Events|Mobile|,1.525,8.5,0,22,9
Securly,Software,Santa Clara,|Software|,1.000,9,0,6,1
Black Lotus,Security,San Francisco,|Security|,9.500,6.5,0,12,67
itembase,E-Commerce,San Francisco,|E-Commerce|,3.250,8.6,0,7,88
Kyron,Analytics,San Jose,|Health Care|Big Data|Analytics|,3.000,10,0,13,39
Paxata,Data Integration,Redwood City,|Data Integration|Software|,9.493,10,0,22,9
Altia Systems,Mobile,Cupertino,|Mobile|,17.200,9.5,0,5,99
Pixlee,B2B,San Francisco,|Brand Marketing|Advertising|Photography|Digital Media|B2B|Sales and Marketing|Social Media|,1.500,9.33,0,7,88
Runnable Inc.,Software,San Francisco,|Software|,2.000,8.83,0,6,1
Primary Data,Web Hosting,Los Altos,|Web Hosting|,60.000,9.88,0,28,89
Campus Quad,Curated Web,San Francisco,|Curated Web|,1.900,6,0,9,6
Lapio,Sports,Palo Alto,|Sports|,0.110,2,0,22,9
Matternet,Drones,Menlo Park,|Drones|Robotics|Aerospace|,2.000,9,0,22,9
Helium,Internet of Things,San Francisco,|Hardware + Software|Internet of Things|,31.987,4,0,22,94
Shots,Android,San Francisco,|Android|Mobile|Teenagers|iOS|iPhone|Social Network Media|Social Media|,2.700,7.89,0,7,88
Optimalize.me,Analytics,San Francisco,|Analytics|,0.060,4,0,13,39
KaChing!,Mobile Coupons,Fremont,|Mobile Coupons|Mobile|,1.500,7,0,5,13
SweetSpot WiFi,Sales and Marketing,Palo Alto,|Advertising|Content|Sales and Marketing|Wireless|Mobile|,1.100,7,0,22,9
Cerberus Co.,Internet of Things,San Jose,|Mobile Security|Internet of Things|Android|Enterprise Security|,0.020,1,0,12,67
behaview,Big Data,San Francisco,|Big Data|Machine Learning|Analytics|Advertising|,0.250,5.5,0,13,39
The Fabric,Web Hosting,Palo Alto,|Web Hosting|,10.500,8.5,0,28,12
MediaSpike,Social Games,Mountain View,|Social Games|Mobile Games|Games|Advertising|,5.200,9.2,0,3,29
Terrajoule,Hardware + Software,Redwood City,|Hardware + Software|,11.500,8.75,0,10,21
EchoPixel,Biotechnology,Los Altos Hills,|Biotechnology|,4.100,9,0,2,46
Lob,Developer Tools,San Francisco,|Developer Tools|Internet|Printing|Developer APIs|,9.400,9.27,0,22,9
obiwon,Finance,Palo Alto,|Technology|Finance|,0.100,2,0,14,27
Shipey,Technology,San Francisco,|Technology|Shipping|Apps|Software|,2.609,5,0,22,9
Sprig,Hospitality,San Francisco,|Hospitality|,11.700,8.05,0,22,94
Ocera Therapeutics,Biotechnology,Palo Alto,|Biotechnology|,29.500,10,0,2,46
Espresso Logic,Software,Santa Clara,|Software|,1.600,6.57,0,6,1
Medicast,Health Care,Palo Alto,|Health Care|mHealth|Health and Wellness|,1.940,6.17,0,18,5
Avegant,Hardware + Software,Redwood City,|Hardware + Software|,12.730,9,0,10,21
Minutta,Photography,Sunnyvale,|Families|Social Media|Mobile|Photo Sharing|Photography|,0.650,7,0,7,88
"Waygum, Inc.",Internet of Things,Dublin,|Application Platforms|Mobile|Internet of Things|,0.172,6.5,0,22,9
3D Control Systems,Enterprise Software,San Francisco,|Enterprise Software|,0.028,8,0,1,47
SupplyBetter,CAD,San Francisco,|CAD|,0.028,8,0,22,9
Mavin,Mobile Advertising,Palo Alto,|Mobile Advertising|,0.028,8,0,8,23
Eventable,Advertising,Berkeley,|Advertising|Big Data|Events|,0.028,8,0,22,9
NeoReach,Marketing Automation,Stanford,|Marketing Automation|SaaS|Social Media Marketing|Advertising Platforms|,1.800,5.67,0,7,88
NextUser,CRM,San Francisco,|CRM|Marketing Automation|SaaS|Analytics|,1.180,9,0,22,9
ScootPad Corporation,Education,Milpitas,|Education|,1.600,4,0,20,18
Badger Maps,Software,San Francisco,|Enterprise Software|Software|,0.028,8,0,1,47
Think Silicon,0,San Jose,0,0.000,0,0,22,9
Scanadu,Medical,Mountain View,|Medical|Mobile Health|Health Care|,14.065,10,0,0,8
Maxta,Software,Sunnyvale,|Software|,35.000,10,0,6,84
Good.Co,Human Resources,San Francisco,|Psychology|Human Resources|Social Media|Big Data|Recruiting|Networking|Analytics|,1.568,7.83,0,26,87
Ocean's Halo,Health Care,Burlingame,|Consumer Goods|Health Care|,1.700,6.2,0,0,8
LendUp,Finance,San Francisco,|Finance|,64.000,10,0,14,45
HDmessaging,Mobile,Burlingame,|Mobile|,3.000,10,0,5,13
Kidaptive,Education,Palo Alto,|Education|,10.100,9.13,0,20,18
Restlet,Developer APIs,Palo Alto,|Android|Developer APIs|PaaS|Software|,4.000,7,0,22,9
WhoKnows,Software,Mountain View,|Software|,4.500,9.67,0,6,1
Genapsys,Biotechnology,Redwood City,|Biotechnology|,45.500,10,0,2,3
Acupera,Health Care,San Francisco,|Health Care|,10.000,5,0,0,8
Therma Flite,Nanotechnology,Benicia,|Nanotechnology|,7.500,9,0,22,9
Mojave Networks,Cloud Security,San Mateo,|Fraud Detection|Cloud Security|Mobile|,5.000,10,0,22,9
Slidebean,SaaS,Mountain View,|SaaS|Mobile|Presentations|Software|,0.200,7.6,0,22,9
Index,Enterprise Software,San Francisco,|Enterprise Software|,7.000,8.8,0,1,47
Yub,E-Commerce,Mountain View,|E-Commerce|,12.000,10,0,7,88
Groopt,Software,San Francisco,|Big Data|Cloud Computing|Software|,0.150,10,0,24,63
Colingo,Language Learning,San Francisco,|Education|Language Learning|English-Speaking|E-Commerce|,2.400,9.71,0,22,9
Zep Solar,Clean Technology,San Rafael,|Renewable Energies|Solar|Clean Technology|,10.571,9,0,25,64
Apartment List,Online Rental,San Francisco,|Online Rental|Real Estate|Curated Web|,21.000,8.92,0,22,94
Tech urSelf,Software,Oakland,|Software|,0.060,9,0,6,1
Hammer & Chisel,Mobile,San Francisco,|Mobile|Games|,8.200,8.57,0,3,29
