company_name,company_market,company_city,company_category_list,company_city,total_funding,investor_rating,company_max_round,keyword_clusters,final_cluster
PointsHound,Hospitality,San Francisco,|Hospitality|,San Francisco,0.425,6.25,0.0,22,9
OndaVia,0,Hayward,0,Hayward,0.0,0.0,0.0,22,9
2NDNATURE,0,Santa Cruz,0,Santa Cruz,0.0,0.0,0.0,22,9
Pinta Biotherapeutics*,Therapeutics,Brisbane,|Health Care|Biotechnology|Therapeutics|,Brisbane,32.111759,10.0,0.0,0,80
Airware,Aerospace,San Francisco,|Aerospace|Drones|Enterprise Software|,San Francisco,40.42,9.857142857142858,0.0,22,61
Chat Sports,Messaging,San Francisco,|Messaging|Twitter Applications|Social Network Media|Sports|News|,San Francisco,2.5,5.8,0.0,7,88
Ombu,Mobile,Berkeley,|Mobile|,Berkeley,0.185,7.5,0.0,5,13
Eyegroove,Mobile,San Francisco,|Social Media|Video|Music|Mobile|,San Francisco,1.35,4.875,0.0,16,16
Safe Shepherd,Curated Web,San Francisco,|Curated Web|,San Francisco,0.629,10.0,0.0,9,6
Allihub,Local Businesses,Mountain View,|Clean Technology|Local Businesses|Internet|,Mountain View,1.7,10.0,0.0,11,14
UpCounsel,Legal,San Francisco,|Marketplaces|Legal|,San Francisco,1.6,9.142857142857142,0.0,21,31
TRELYS,Biotechnology,San Francisco,|Biotechnology|,San Francisco,3.75,10.0,0.0,2,46
Retrace,Mobile,Palo Alto,|Mobile|,Palo Alto,0.1,7.666666666666667,0.0,5,13
EcoTensil,Environmental Innovation,Corte Madera,|Environmental Innovation|,Corte Madera,0.837,8.0,0.0,22,9
Breaktime Studios,Mobile Games,San Francisco,|Mobile Games|Social Games|Games|,San Francisco,17.363449,10.0,0.0,3,29
Peloton Technology,Transportation,Menlo Park,|Heavy Industry|Technology|Transportation|Automotive|,Menlo Park,0.9,10.0,0.0,22,9
Inside Warehouse,E-Commerce,San Francisco,|Publishing|Content|Media|E-Commerce|,San Francisco,0.32,3.0,0.0,7,88
Spitfire Pharma,0,South San Francisco,0,South San Francisco,0.0,0.0,0.0,22,9
Madefire,Mobile,Berkeley,|Mobile|,Berkeley,9.918168,9.166666666666666,0.0,5,13
Good Eggs,Organic Food,San Francisco,|Organic Food|Local|Hospitality|,San Francisco,31.5,9.714285714285714,0.0,22,94
"Centerbeam, Inc.",Outsourcing,Sunnyvale,|Outsourcing|SaaS|Cloud Computing|Information Technology|,Sunnyvale,1.0,10.0,0.0,24,63
Kout,Online Shopping,San Francisco,|Online Shopping|E-Commerce|Credit Cards|Payments|,San Francisco,1.6,10.0,0.0,23,55
Fanitics,Games,San Francisco,|Games|,San Francisco,0.025,9.0,0.0,3,29
uMix.TV,Curated Web,San Francisco,|Graphics|Social Media|Curated Web|,San Francisco,0.13,3.0,0.0,7,88
Flite,Mobile Advertising,San Francisco,|Technology|Brand Marketing|Mobile Advertising|Advertising|,San Francisco,47.0,9.5,0.0,8,72
ApniCure,Medical Devices,Redwood City,|Medical Devices|,Redwood City,5.099,10.0,0.0,22,9
Captricity,Data Integration,Berkeley,|Data Integration|SaaS|Enterprise Software|,Berkeley,16.9,10.0,0.0,22,94
Sympara Medical,Health and Wellness,San Francisco,|Medical|Health and Wellness|Therapeutics|,San Francisco,9.8,10.0,0.0,18,5
IndoorAtlas,Indoor Positioning,Mountain View,|Indoor Positioning|Mobile|,Mountain View,14.54,8.0,0.0,22,94
Sensity Systems,Systems,Sunnyvale,|Energy Efficiency|Networking|Systems|,Sunnyvale,7.0,10.0,0.0,26,87
High Fidelity,Hardware + Software,San Francisco,|Hardware + Software|,San Francisco,6.45,9.166666666666666,0.0,10,21
Simple.TV,Hardware + Software,Belvedere Tiburon,|Consumer Electronics|Television|Hardware + Software|,Belvedere Tiburon,5.7,9.0,0.0,22,9
WhoAPI,Domains,Mountain View,|Developer APIs|Domains|Web Hosting|,Mountain View,0.2,4.666666666666667,0.0,22,9
Neon Labs,Curated Web,San Francisco,|Curated Web|,San Francisco,4.724999,9.714285714285714,0.0,9,6
SignalFuse,Software,San Mateo,|Software|,San Mateo,8.5,10.0,0.0,6,1
"Knightscope, Inc.",Security,Mountain View,|Security|,Mountain View,1.53,6.0,0.0,12,67
Tripeese,Curated Web,San Francisco,|Career Planning|Travel|Curated Web|,San Francisco,0.05,2.0,0.0,15,41
nuPSYS,Computers,Menlo Park,|Enterprise Search|Computers|Software|,Menlo Park,5.0,8.0,0.0,19,33
Wandera,Mobile,San Francisco,|Mobile|,San Francisco,10.0,10.0,0.0,5,13
Tynker,Education,Mountain View,|Education|,Mountain View,3.25,9.857142857142858,0.0,20,18
Ripple Labs,Bitcoin,San Francisco,|Bitcoin|Financial Exchanges|Finance Technology|Virtual Currency|Payments|E-Commerce|,San Francisco,9.0,9.333333333333334,0.0,23,55
Binpress,Open Source,Mountain View,|Mobile|Internet|App Stores|Marketplaces|Open Source|Software|,Mountain View,1.05,8.454545454545455,0.0,21,31
GreenGar,Mobile,Mountain View,|Android|App Stores|Apps|iPod Touch|iOS|iPhone|Mobile|,Mountain View,0.1,10.0,0.0,22,9
inWebo Technologies,Identity Management,Sunnyvale,|Identity Management|Security|,Sunnyvale,0.78,6.0,0.0,12,67
Reactful,Predictive Analytics,Palo Alto,|Direct Marketing|Machine Learning|Predictive Analytics|Analytics|,Palo Alto,0.02,9.0,0.0,13,39
Neura,Curated Web,Sunnyvale,|Wireless|M2M|Internet of Things|Curated Web|,Sunnyvale,2.04,8.571428571428571,0.0,22,9
Nitrous,Software,San Francisco,|Software|Web Tools|iPad|Web Development|Cloud Computing|PaaS|Enterprise Software|,San Francisco,7.65,8.6875,0.0,24,63
Idibon,Enterprise Software,San Francisco,|Natural Language Processing|Machine Learning|Enterprise Software|,San Francisco,6.9,9.833333333333334,0.0,22,9
The Hunt,E-Commerce,San Francisco,|E-Commerce|,San Francisco,16.2,8.181818181818182,0.0,7,17
Piggybackr,Peer-to-Peer,San Francisco,|Crowdsourcing|Payments|Nonprofits|Sports|K-12 Education|Peer-to-Peer|Education|Crowdfunding|Social Fundraising|,San Francisco,0.325,9.666666666666666,0.0,22,9
Remotium,Mobility,San Mateo,|Enterprises|Mobility|Mobile Security|Security|,San Mateo,1.0,10.0,0.0,12,67
PhoRent,E-Commerce,San Francisco,|Collaborative Consumption|Social Commerce|Peer-to-Peer|E-Commerce|,San Francisco,0.4755,2.4,0.0,7,88
Tamatem Inc.,Mobile,Mountain View,|Mobile|,Mountain View,0.45,6.5,0.0,5,13
SoundFit,Mass Customization,Campbell,|Mass Customization|Audio|Curated Web|,Campbell,0.2125,2.0,0.0,22,9
Cervel Neurotech,Health Care,Redwood City,|Health Care|,Redwood City,25.899999,10.0,0.0,0,8
Infer,Predictive Analytics,Palo Alto,|CRM|Predictive Analytics|Enterprise Software|,Palo Alto,10.0,10.0,0.0,13,39
LearnSprout,Predictive Analytics,San Francisco,|Predictive Analytics|Analytics|Big Data|Education|,San Francisco,4.7,7.777777777777778,0.0,13,39
SozializeMe,Social Media,Redwood City,|Social Media|Curated Web|,Redwood City,0.1,2.0,0.0,9,6
Qubole,Enterprise Software,Mountain View,|Enterprise Software|,Mountain View,7.0,9.0,0.0,1,47
Pivotal Software,Software,San Francisco,|Software|Big Data|PaaS|Enterprise Software|,San Francisco,105.0,10.0,0.0,1,82
NVISION MEDICAL,Biotechnology,San Francisco,|Biotechnology|,San Francisco,4.28,8.0,0.0,2,46
SilverPush,Software,Mountain View,|Software|Ad Targeting|Advertising|Mobile|Big Data|Local Businesses|,Mountain View,3.1,6.6,0.0,22,9
Pict,E-Commerce,San Francisco,|Photography|File Sharing|Image Recognition|E-Commerce|,San Francisco,1.4,9.11111111111111,0.0,22,9
PresenceLearning,Education,San Francisco,|Education|,San Francisco,8.0,9.333333333333334,0.0,20,18
NASOFORM,Biotechnology,Menlo Park,|Biotechnology|,Menlo Park,4.0,10.0,0.0,2,46
Polaris Wireless,Mobile,Mountain View,|Mobile|,Mountain View,10.0,10.0,0.0,5,13
Ineda Systems,Semiconductors,Santa Clara,|Semiconductors|,Santa Clara,28.049999,8.363636363636363,0.0,4,20
Pylba,Mobile,San Mateo,|Mobile|,San Mateo,1.7,10.0,0.0,5,13
Strikingly,Mobile,Sunnyvale,|Mobile|,Sunnyvale,1.5,9.777777777777779,0.0,5,13
Down,Curated Web,San Francisco,|Curated Web|,San Francisco,1.0,10.0,0.0,9,6
"Madison Reed, Inc.",Beauty,San Francisco,|Beauty|Health and Wellness|,San Francisco,16.0,10.0,0.0,18,5
Volta Industries,Real Estate,San Francisco,|Real Estate|,San Francisco,4.32,7.571428571428571,0.0,22,9
Sentient Energy,Clean Technology,Burlingame,|Clean Technology|,Burlingame,15.0,10.0,0.0,11,14
Hachi Labs,Curated Web,San Ramon,|Curated Web|,San Ramon,0.15,10.0,0.0,9,6
VideoSelfie,Messaging,Mountain View,|Messaging|,Mountain View,0.95,9.2,0.0,17,32
Dakwak,Local,Mountain View,|Translation|Language Learning|Local|Software|,Mountain View,0.6,7.0,0.0,22,9
Proteus Digital Health,Health Care,Redwood City,|Health Care|Sales and Marketing|Mobile|Software|,Redwood City,291.549979,9.8,0.0,0,76
ProsperWorks,Software,San Mateo,|Automotive|Enterprises|SaaS|Software|,San Mateo,2.5,7.5,0.0,22,9
LOYAL3,Finance,San Francisco,|Finance|,San Francisco,50.72365,8.333333333333334,0.0,14,27
Wonder Workshop (Formerly Play-i),Hardware + Software,San Mateo,|Hardware + Software|,San Mateo,10.44,6.615384615384615,0.0,10,21
Incentivyze,Enterprise Software,San Mateo,|Enterprise Software|,San Mateo,0.5,3.0,0.0,1,47
FirstJob,Enterprise Software,San Francisco,|Social Media|Colleges|All Students|Employment|Search|Enterprise Software|,San Francisco,1.553016,9.0,0.0,19,33
ArtSquare,Marketplaces,San Jose,|Marketplaces|Mobile Commerce|Art|Mobile|,San Jose,0.006,1.0,0.0,21,31
Channel Medsystems,Biotechnology,San Francisco,|Biotechnology|,San Francisco,15.787,10.0,0.0,2,46
AVA.ai,Consulting,Foster City,|Sales Automation|Consulting|,Foster City,16.0,10.0,0.0,22,94
Curious.com,Education,Menlo Park,|Education|,Menlo Park,22.5,8.88888888888889,0.0,20,18
Fastback Networks,Mobile,San Jose,|Mobile|,San Jose,15.0,10.0,0.0,5,13
Corsair,Hardware + Software,Fremont,|Hardware + Software|,Fremont,75.0,10.0,0.0,10,73
YouEye,Curated Web,Mountain View,|Usability|Curated Web|,Mountain View,3.95,8.6,0.0,9,6
MadeiraCloud,Apps,San Francisco,|Apps|SaaS|Cloud Computing|Enterprise Software|,San Francisco,1.5,10.0,0.0,24,63
License Buddy,Education,San Francisco,|Education|,San Francisco,0.0347,9.0,0.0,20,18
Aviate,Android,Palo Alto,|Android|Mobile|,Palo Alto,1.8,9.333333333333334,0.0,5,13
Helios,Bicycles,San Francisco,|Gps|Bicycles|Hardware|,San Francisco,0.025,6.0,0.0,22,9
Spark,Consumer Electronics,San Francisco,|Consumer Electronics|,San Francisco,0.025,6.0,0.0,22,9
OwnerListens,Mobile,Palo Alto,|Mobile|,Palo Alto,1.35,9.2,0.0,5,13
dloHaiti,Clean Technology,San Francisco,|Clean Technology|,San Francisco,6.7699,7.0,0.0,11,14
SixDoors,E-Commerce,San Francisco,|E-Commerce|,San Francisco,0.65,4.5,0.0,7,88
GoodApril,Taxis,San Francisco,|Personal Finance|Taxis|Finance|,San Francisco,0.118,10.0,0.0,14,27
Kato,Business Information Systems,Oakland,|Knowledge Management|Business Information Systems|Chat|Messaging|,Oakland,1.878,9.0,0.0,22,9
TheBankCloud,Mobile,San Francisco,|Wealth Management|Financial Services|Mobile|,San Francisco,2.3,2.0,0.0,22,9
Addvocate,Enterprise Software,San Francisco,|Enterprise Software|,San Francisco,2.729,6.9375,0.0,1,47
Luvocracy,E-Commerce,San Francisco,|E-Commerce|,San Francisco,11.0,9.444444444444445,0.0,7,88
Quote Roller,Sales and Marketing,South San Francisco,|CRM|Optimization|Sales and Marketing|SaaS|Software|,South San Francisco,0.655,7.75,0.0,22,9
Wanderful Media,Social Buying,Los Gatos,|Local Coupons|Internet Marketing|Shopping|Price Comparison|Comparison Shopping|Social Buying|Online Shopping|Advertising|,Los Gatos,50.5,8.8,0.0,22,61
popexpert,Education,San Francisco,|Career Management|Language Learning|Music|Nutrition|Health and Wellness|Education|,San Francisco,2.5,8.0,0.0,18,5
Change.org,Curated Web,San Francisco,|Curated Web|,San Francisco,17.0,9.375,0.0,9,6
Gamgee,Health and Wellness,Palo Alto,|Health and Wellness|,Palo Alto,5.999999,5.0,0.0,18,5
YesGraph,Developer APIs,Palo Alto,|Analytics|Developer APIs|Social Recruiting|Recruiting|Enterprise Software|,Palo Alto,1.3,8.454545454545455,0.0,22,9
If You Can,Education,San Mateo,|Education|Games|,San Mateo,9.3,9.571428571428571,0.0,20,18
Runscope,Developer APIs,San Francisco,|Cloud Infrastructure|Application Performance Monitoring|Developer APIs|Developer Tools|Enterprise Software|,San Francisco,7.1,8.7,0.0,22,9
Skyhigh Networks,Data Security,Cupertino,|Information Security|Data Security|Cloud Security|Enterprise Software|,Cupertino,66.5,10.0,0.0,12,28
AlephCloud Systems,Enterprise Software,Sunnyvale,|Enterprise Software|,Sunnyvale,9.5,7.0,0.0,1,47
UpOut,Colleges,San Francisco,|Travel|Colleges|Curated Web|,San Francisco,1.113,9.666666666666666,0.0,15,41
Quoteroller,Business Development,South San Francisco,|Software|Business Development|Business Services|,South San Francisco,0.65,6.833333333333333,0.0,22,9
PandoDaily,Blogging Platforms,San Francisco,|Blogging Platforms|Startups|News|,San Francisco,4.7,9.1875,0.0,22,9
PayClip,Mobile,Redwood City,|Mobile|,Redwood City,3.625,6.25,0.0,5,13
Cotap,Collaboration,San Francisco,|Collaboration|Enterprises|Mobile|Enterprise Software|,San Francisco,15.5,10.0,0.0,22,94
Inventergy,Finance,Cupertino,|Finance|,Cupertino,25.25,7.0,0.0,14,27
MailLift,SaaS,Mountain View,|Marketing Automation|SaaS|Postal and Courier Services|Software|,Mountain View,0.29,6.1,0.0,22,9
Amulyte,Health Care,Mountain View,|Health Care|,Mountain View,0.255,2.0,0.0,0,8
Experiment,Technology,San Francisco,|Technology|Crowdfunding|,San Francisco,1.23,7.0476190476190474,0.0,22,9
Anki,Entertainment,San Francisco,|Robotics|Games|Entertainment|Cars|Artificial Intelligence|Consumer Electronics|Hardware + Software|,San Francisco,105.0,10.0,0.0,22,0
Cellmax,Health Care,Mountain View,|Health Care|,Mountain View,5.0,10.0,0.0,0,8
Building Robotics,Enterprise Software,Oakland,|Mobile|Energy Efficiency|Enterprise Software|Software|,Oakland,6.64,8.8,0.0,22,9
LiveAction,Information Technology,Palo Alto,|Information Technology|,Palo Alto,5.85,9.0,0.0,22,9
BlockScore,Risk Management,Palo Alto,|Fraud Detection|Risk Management|Identity|Software|,Palo Alto,2.025,9.571428571428571,0.0,22,9
Meograph,Software,San Francisco,|Tourism|Weddings|Sports|Software|,San Francisco,0.02,5.0,0.0,22,9
Anapsis,Analytics,San Francisco,|Analytics|,San Francisco,0.1,9.0,0.0,13,39
Spire,Health and Wellness,San Francisco,|Tracking|Sensors|Health and Wellness|Hardware + Software|,San Francisco,9.0,4.0,0.0,18,5
MusicAll,0,Mountain View,0,Mountain View,0.0,0.0,0.0,22,9
Telnexus,VoIP,Berkeley,|VoIP|Telecommunications|Messaging|,Berkeley,0.25,2.0,0.0,17,32
Acompli,Android,San Francisco,|Consumer Internet|Mobile Security|Android|iOS|SaaS|Mobile|Email|Enterprise Software|,San Francisco,7.3,8.8,0.0,22,9
Whistle,Technology,San Francisco,|Internet of Things|Hardware + Software|Technology|Pets|,San Francisco,6.0,9.666666666666666,0.0,22,9
NewsMaven,Advertising,San Francisco,|Advertising|,San Francisco,0.058717,2.25,0.0,8,23
Cuyana,E-Commerce,San Francisco,|E-Commerce|,San Francisco,1.7,10.0,0.0,7,88
EasyPost,Shipping,San Francisco,|Shipping|,San Francisco,3.1,8.185185185185185,0.0,22,9
CRIX Labs,Software,San Francisco,|Software|,San Francisco,0.1,9.0,0.0,6,1
Spinnakr,Internet Marketing,Palo Alto,|Internet Marketing|Facebook Applications|Twitter Applications|Social Media|Analytics|,Palo Alto,1.0,9.6,0.0,7,88
Mercatus,Energy IT,San Jose,|Energy IT|Hardware + Software|,San Jose,3.7,7.25,0.0,22,9
Compass Quality Insight Inc.,Software,San Francisco,|Software|,San Francisco,2.0,10.0,0.0,6,1
Lastline,Security,Redwood City,|Network Security|Security|,Redwood City,23.7,9.666666666666666,0.0,12,67
Opsmatic,Enterprise Software,San Francisco,|Enterprise Software|,San Francisco,3.0,9.777777777777779,0.0,1,47
Food Runner,Hospitality,San Francisco,|Hospitality|,San Francisco,5.0,9.0,0.0,22,9
Trigemina,Biotechnology,Moraga,|Biotechnology|,Moraga,5.204967,8.0,0.0,2,46
ForSight Labs,Biotechnology,Menlo Park,|Biotechnology|,Menlo Park,57.300001,9.8,0.0,2,3
Muzy,Curated Web,San Francisco,|Curated Web|,San Francisco,4.4,8.8,0.0,9,6
Darby Smart,E-Commerce,San Francisco,|E-Commerce|,San Francisco,7.3,9.625,0.0,7,88
ProxToMe,Mobile,San Francisco,|Distribution|Real Time|Proximity Internet|Mobile|,San Francisco,0.725,9.0,0.0,22,9
Parakweet,Curated Web,Newark,|Curated Web|,Newark,2.0,7.666666666666667,0.0,9,6
ThousandEyes,Networking,San Francisco,|Enterprise Software|Networking|,San Francisco,25.662497,10.0,0.0,26,4
adjust,Mobile,San Francisco,|Apps|Tracking|Analytics|Mobile|,San Francisco,11.9,9.714285714285714,0.0,22,94
Race Yourself,Fitness,San Francisco,|Augmented Reality|Recycling|Sports|Exercise|Fitness|Health and Wellness|,San Francisco,0.3325,3.0,0.0,18,5
Fractal Analytics,Big Data,San Mateo,|Business Intelligence|Big Data|Consulting|Analytics|,San Mateo,25.0,10.0,0.0,13,39
BabyList,E-Commerce,San Francisco,|E-Commerce|,San Francisco,0.62,6.8,0.0,7,88
WHILL,Electric Vehicles,San Carlos,|Electric Vehicles|Internet of Things|Automotive|Mobility|Hardware|Hardware + Software|,San Carlos,12.85,8.692307692307692,0.0,22,94
Watchwith,Advertising,San Francisco,|Social Media Marketing|Television|SaaS|Advertising|,San Francisco,5.0,9.0,0.0,7,88
Planet Labs,Geospatial,San Francisco,|Geospatial|Aerospace|,San Francisco,65.1,9.95,0.0,22,61
Appington,Mobile Advertising,San Mateo,|Mobile|Mobile Advertising|Advertising Platforms|Apps|Games|,San Mateo,1.2,6.333333333333333,0.0,8,23
Storefront,Marketplaces,San Francisco,|Marketplaces|Fashion|Commercial Real Estate|Retail|Real Estate|,San Francisco,8.9,9.588235294117647,0.0,22,9
NuMedii,Biotechnology,Menlo Park,|Biotechnology|,Menlo Park,3.5,10.0,0.0,2,46
Middle Peak Medical,Biotechnology,Palo Alto,|Biotechnology|,Palo Alto,11.5,9.5,0.0,2,46
Ludei,Mobile,San Francisco,|Apps|Android|iOS|Mobile|Web Development|Games|,San Francisco,1.5,8.5,0.0,22,9
KlickEx,Payments,San Francisco,|Payments|Finance|,San Francisco,1.33,2.0,0.0,23,55
Propeller,Application Platforms,San Francisco,|Application Platforms|Mobile|Curated Web|,San Francisco,1.25,9.357142857142858,0.0,22,9
We Heart It,Photo Sharing,San Francisco,|Photo Sharing|Mobile|Social Media|,San Francisco,8.0,8.666666666666666,0.0,7,88
RackWare,Enterprise Software,Santa Clara,|Enterprise Software|,Santa Clara,5.3,10.0,0.0,1,47
Apportable,Mobile,San Francisco,|Mobile|,San Francisco,8.7,9.555555555555555,0.0,5,13
Skycatch,Aerospace,San Francisco,|Robotics|Aerospace|Drones|Hardware|Security|Hardware + Software|,San Francisco,19.67,9.333333333333334,0.0,10,21
KeepTruckin,Public Transportation,San Francisco,|Public Transportation|,San Francisco,2.3,7.4,0.0,22,9
Foodlve,0,Sunnyvale,0,Sunnyvale,0.0,0.0,0.0,22,9
Bugsnag,Software,San Francisco,|B2B|SaaS|Software|,San Francisco,1.4,8.666666666666666,0.0,22,9
SavedPlus Inc,Investment Management,Mountain View,|Personal Finance|Investment Management|Finance|Mobile|,Mountain View,0.25,2.0,0.0,14,27
Pixate,Interface Design,Palo Alto,|User Experience Design|Interface Design|Mobile|,Palo Alto,3.8,10.0,0.0,22,9
Scayl,Messaging,Sunnyvale,|Messaging|,Sunnyvale,0.845,10.0,0.0,17,32
SigFig,Finance,San Francisco,|Finance|,San Francisco,15.0,10.0,0.0,14,27
1World Online,Enterprise Software,San Jose,|Mobile|Analytics|Big Data|Enterprise Software|,San Jose,1.5,4.0,0.0,13,39
Touchbase,Unifed Communications,Los Altos,|Data Centers|Networking|Unifed Communications|,Los Altos,4.999672,10.0,0.0,26,87
Davra Networks,Sensors,Sunnyvale,|Sensors|Internet of Things|Networking|Software|,Sunnyvale,2.0,10.0,0.0,26,87
WebAction,Application Platforms,Palo Alto,|Big Data|Apps|Application Platforms|Real Time|Data Integration|Big Data Analytics|Analytics|,Palo Alto,11.0,9.0,0.0,13,39
Synthego,Environmental Innovation,Redwood City,|Environmental Innovation|Home Automation|Software|,Redwood City,8.544226,10.0,0.0,22,9
Sequent,Software,Mountain View,|Software|,Mountain View,12.0,9.5,0.0,6,1
NeuroPace,Biotechnology,Mountain View,|Biotechnology|,Mountain View,67.0,10.0,0.0,2,3
CirroSecure,Software,Sunnyvale,|Software|,Sunnyvale,1.428,8.0,0.0,6,1
Peer.im,Messaging,San Francisco,|Messaging|,San Francisco,0.028,8.0,0.0,17,32
Drone.io,Software,San Francisco,|Cloud Computing|Testing|Software|,San Francisco,0.028,8.0,0.0,24,63
Frontleaf,Sales and Marketing,Oakland,|Sales and Marketing|SaaS|Software|,Oakland,0.478,8.0,0.0,22,9
Reniac,Analytics,San Jose,|Analytics|,San Jose,0.028,8.0,0.0,13,39
Sense.ly,Health Care,San Francisco,|Health Care|Speech Recognition|Entertainment|Enterprise Software|,San Francisco,1.278,8.0,0.0,22,9
AppSlingr,Analytics,San Francisco,|Mobile Security|SaaS|Analytics|,San Francisco,0.028,8.0,0.0,12,67
Assemblage,Real Time,San Francisco,|Real Time|Enterprises|Collaboration|Software|,San Francisco,0.028,8.0,0.0,22,9
"Mind Pirate, Inc.",User Experience Design,Menlo Park,|User Experience Design|Mobile|,Menlo Park,2.5,10.0,0.0,22,9
SoThree,Media,San Francisco,|News|Media|Audio|Mobile|,San Francisco,1.5,10.0,0.0,22,9
TouchOfModern,Design,San Francisco,|Design|E-Commerce|,San Francisco,17.0,9.857142857142858,0.0,7,17
Xova Labs,Enterprise Software,Los Altos,|Enterprise Software|Cloud Infrastructure|Mobile|,Los Altos,8.0,10.0,0.0,24,63
GELI,Software,San Francisco,|Software|Clean Technology|,San Francisco,0.995,3.25,0.0,11,14
DripDrop,Medical,San Francisco,|Medical|Health Care|,San Francisco,8.6,6.3,0.0,0,8
Digify,Mobile Security,Redwood City,|Mobile Security|Security|,Redwood City,1.0,7.0,0.0,12,67
Evergram,Digital Media,San Francisco,|Digital Media|Gift Card|Video|Mobile|Messaging|,San Francisco,2.432,8.0,0.0,27,62
Dishcrawl,Consumer Internet,San Jose,|Events|Restaurants|Social Media|Consumer Internet|Hospitality|,San Jose,0.15,10.0,0.0,7,88
Trov,Insurance,San Ramon,|Insurance|Mobile|Software|,San Ramon,13.3,7.0,0.0,22,94
Soma,Green Consumer Goods,San Francisco,|Green Consumer Goods|Hardware + Software|,San Francisco,5.9,9.125,0.0,22,9
Fronto,Mobile Coupons,San Jose,|Mobile Coupons|Digital Media|Mobile|News|,San Jose,4.0,6.333333333333333,0.0,22,9
TalentBin,Recruiting,San Francisco,|Recruiting|Curated Web|,San Francisco,3.2,10.0,0.0,9,6
Migo.me,Online Dating,San Francisco,|Online Dating|Social Network Media|Curated Web|,San Francisco,0.3,3.0,0.0,7,88
Audiodraft,Music,San Francisco,|Music|,San Francisco,0.4,10.0,0.0,16,16
Meldium,Consumer Internet,San Francisco,|Consumer Internet|Enterprise Software|,San Francisco,1.0,10.0,0.0,1,47
Liquor.com,Curated Web,San Francisco,|Digital Media|Media|Curated Web|,San Francisco,3.1,8.0,0.0,7,88
Bountysource,Crowdfunding,San Francisco,|Crowdfunding|Open Source|Enterprise Software|,San Francisco,1.1,5.5,0.0,22,9
Audentes Therapeutics,Biotechnology,San Francisco,|Biotechnology|,San Francisco,72.5,10.0,0.0,2,3
KISSmetrics,Sales and Marketing,San Francisco,|Sales and Marketing|Analytics|Software|,San Francisco,10.8,8.5,0.0,13,39
Venturocket,Entrepreneur,San Francisco,|Entrepreneur|Recruiting|Human Resources|Career Management|Employment|Search|,San Francisco,0.7,7.666666666666667,0.0,22,9
RiskIQ,Reputation,San Francisco,|Mobile Security|Cyber Security|Reputation|,San Francisco,35.0,10.0,0.0,12,28
Novi,News,San Francisco,|News|,San Francisco,0.025,1.0,0.0,22,9
"NephoScale, Inc.",Software,San Jose,|Software|Licensing|Enterprise Software|Networking|Cloud Data Services|Web Hosting|,San Jose,1.0,7.0,0.0,26,87
AngelList,Databases,San Francisco,|Databases|Startups|Recruiting|Finance|,San Francisco,24.1,9.7,0.0,22,94
Halo Neuroscience,Health and Wellness,San Francisco,|Health and Wellness|Health Care Information Technology|,San Francisco,1.65,10.0,0.0,18,5
Balluun,Cloud Infrastructure,Foster City,|Cloud Infrastructure|SaaS|Art|Cosmetics|Startups|Technology|Toys|Wholesale|B2B|Social Commerce|Social Network Media|Marketplaces|Fashion|E-Commerce|,Foster City,8.7,7.0,0.0,7,88
LiveMinutes,Document Management,San Francisco,|Real Time|Document Management|Curated Web|,San Francisco,3.154164,9.25,0.0,22,9
Librato,SaaS,San Francisco,|SaaS|Cloud Computing|Software|,San Francisco,5.05,10.0,0.0,24,63
Watsi,Medical,San Francisco,|Medical|,San Francisco,1.2,8.777777777777779,0.0,22,9
Zenefits,Human Resources,San Francisco,|Health and Insurance|Human Resources|Enterprise Software|,San Francisco,83.6,9.5,0.0,22,0
SEWORKS,Security,Palo Alto,|Mobile Security|Mobile|Security|,Palo Alto,2.0,10.0,0.0,12,67
Reesio,Home & Garden,San Francisco,|Startups|Technology|Internet|Investment Management|Home & Garden|Finance|Real Estate|,San Francisco,1.301,8.25,0.0,22,9
"Kiwi, Inc.",Android,Palo Alto,|Android|Entertainment|Mobile|Games|,Palo Alto,21.0,9.428571428571429,0.0,3,29
Yard Club,Collaborative Consumption,San Francisco,|Collaborative Consumption|Peer-to-Peer|Enterprise Software|,San Francisco,1.6,7.6,0.0,22,9
Quip,Mobile Commerce,San Francisco,|Collaboration|Mobile Devices|Mobile Commerce|,San Francisco,15.0,9.6,0.0,5,13
Scoop.it,Curated Web,San Francisco,|Internet Marketing|Content Discovery|Curated Web|Social Media|,San Francisco,2.6,10.0,0.0,7,88
Synack,Security,Menlo Park,|Finance|Crowdsourcing|Security|,Menlo Park,9.0,9.4,0.0,14,27
ThirdLove,Mobile Shopping,San Francisco,|Mobile Shopping|Fashion|,San Francisco,5.6,8.85,0.0,22,9
Patreon,Music,San Francisco,|Video|Music|Artists Globally|Curated Web|,San Francisco,17.1,9.454545454545455,0.0,16,16
BioBeats,Health Care,Berkeley,|Health Care|Health and Wellness|,Berkeley,0.65,9.166666666666666,0.0,18,5
Swapdom,E-Commerce Platforms,San Francisco,|E-Commerce Platforms|Peer-to-Peer|Games|Internet|E-Commerce|,San Francisco,1.988994,7.0,0.0,22,9
Sensentia,Health and Wellness,San Francisco,|Health Services Industry|Healthcare Services|Health and Wellness|Health and Insurance|Health Care Information Technology|Health Care|,San Francisco,0.16075,5.5,0.0,18,5
